track_id,audio features,audio features1
1661,"[-1.3869764413879655, 2.4814977617595004, 0.41391321736463665, -0.06121765696130044, 0.11437524158334225, -0.11815361503531135, -0.3557603358761002, 0.4967556794892062, -0.14279744712845777, -0.18768454487043656]",663f2c4c45a5a1b6dc1741c3
1663,"[-2.316349835760078, -0.8247266755171575, -2.230286979292768, 1.7697450847672471, 0.08222027638566448, -0.7473167671841036, 0.5094026938189832, 1.6051816669705559, -0.06941362041779174, 0.9445694027532258]",663f2c4c45a5a1b6dc1741c4
1666,"[0.7071881974187371, 1.3879772269189183, -0.027026127124406447, 1.4521332972570729, 0.05269919242109668, -0.7193133543780923, 0.20732988922264087, -0.13909066155525107, -0.9660448384778092, 0.4567518936845372]",663f2c4c45a5a1b6dc1741c5
1671,"[4.5911787364478105, 0.48908363782435305, -0.2306472350130407, 0.33822110392339655, -0.8103729177550054, 0.32830204674664465, 0.9292265072509837, -0.9903787150797182, -0.003907005771325358, 0.629490323941831]",663f2c4c45a5a1b6dc1741c6
1673,"[3.845078500880168, -0.8070639229184566, 0.6534911154418428, -1.4207514416372522, 0.19559281785267002, -0.9498160783226665, 0.5844367176471787, -1.493094785787997, 0.6515632482399721, 0.7797614211331044]",663f2c4c45a5a1b6dc1741c7
1674,"[6.533886448008001, 0.477030144960471, 1.0956974293216097, -0.19365142519013684, -0.5023732172143157, -0.3023226542105629, 0.6733406427678766, -1.5652650281969847, 0.2252614866644045, 0.9851843809711445]",663f2c4c45a5a1b6dc1741c8
1677,"[-0.7140818873518098, 0.33373200775434114, 0.16916436691775882, 0.9229913647036913, 1.8796769728130454, 1.59895431474358, 0.07152181888056951, 0.7715158782561663, -0.42465999048148684, 0.4885648336395966]",663f2c4c45a5a1b6dc1741c9
1678,"[2.6096517498731857, 1.1068793443485652, 0.20307356522915235, 0.8031702289026247, -0.6453364566325954, -0.603390333831717, 0.48174984929573533, 0.44085146882279913, -0.5672920975442038, -0.887365005737077]",663f2c4c45a5a1b6dc1741ca
1680,"[2.6018202413646523, 0.6671511773989394, 0.09968703699740374, 0.06683458219029415, -1.0680821716566467, -0.25790805651353954, -0.6146996802024839, 0.22157173434948516, 0.7385453662934163, -0.4514714940054482]",663f2c4c45a5a1b6dc1741cb
1681,"[0.030633936402089005, 0.882054014723305, 1.3708894445630664, -1.0134625282334542, -0.6984834621571933, -0.44095814150069934, -0.8637425020925794, -0.02441294043814621, -0.5976458334238574, -0.8119838632893609]",663f2c4c45a5a1b6dc1741cc
1682,"[2.6304194300604693, 1.7743716673914463, 0.7244398216582572, -0.37472999751928737, -1.6657438880791662, -0.27307773953789133, -0.852315175821834, 0.062285437276354896, -0.15137077382310918, -0.9397030607786064]",663f2c4c45a5a1b6dc1741cd
1683,"[0.8871874648521055, 0.914603440783871, 0.6473312288412887, -0.9806976283338174, 0.6035057107661961, -0.2230655093309616, -0.4706732794443107, 0.21680539566118087, 0.19247623104617487, -0.7289422216355413]",663f2c4c45a5a1b6dc1741ce
1684,"[1.1515846800490974, 0.2726690549540027, 0.4504293376370932, 0.37252927527488117, -0.7345357946325489, -0.15692291936642638, -1.1917994644654706, 0.06834533650349216, 0.18472015965877414, -1.114199887389474]",663f2c4c45a5a1b6dc1741cf
1685,"[1.8656985533342616, 0.15607894182355958, -0.09850185564558368, -0.8031744575854356, -1.2248849403619746, -0.3234505136697904, -0.5697392090986864, 0.014592417139685574, 0.7352974897526651, -0.35007788314411875]",663f2c4c45a5a1b6dc1741d0
1686,"[0.8068805486002455, 1.4634042413487574, 0.9978459986802476, -0.059911758548288244, -0.6113542765250123, 0.028945208475331274, 0.7962924404897157, 0.482035620504798, 0.46151151368517146, -1.0562539671376536]",663f2c4c45a5a1b6dc1741d1
1687,"[3.387729881108563, 1.5783025323984015, 0.7230546966998319, -1.0507820981432923, 0.4057906446991089, -0.3731915841755061, -0.5091098934137412, 0.2583139384234295, 0.1631681870936529, -0.6015427653463222]",663f2c4c45a5a1b6dc1741d2
1688,"[1.916265486493533, 1.033425419685918, 0.9492566142325259, -0.21858104928871944, -1.6260711683140652, -0.5201379682713414, -2.0017357227998867, -0.12620945640746123, -0.06007220795398763, -1.575204643399103]",663f2c4c45a5a1b6dc1741d3
1689,"[2.087584461061438, 2.1324590199527806, 0.11400618805826045, 0.03911306016247972, -1.5514405574115353, 0.18597308969575943, -0.091366321277694, 0.5796558586438236, 0.498481979313892, -0.5295960990881261]",663f2c4c45a5a1b6dc1741d4
1701,"[5.211752242054932, 2.248551052458101, 0.18294285391745815, 0.38591071834201823, 2.010993899766611, -0.46604604873808053, 0.3176275273750347, 0.016700615074174422, -0.5061847255613635, 0.9404528523309276]",663f2c4c45a5a1b6dc1741d5
1702,"[4.801386277709966, 0.07265759995370964, -0.6781211859879719, -0.19817458309611496, -0.11649081002687059, -0.08333543298329406, -0.07966012861426337, -0.9760930128896135, -0.4760202534511256, -0.4769077080827914]",663f2c4c45a5a1b6dc1741d6
1703,"[4.007523548874891, -0.3266346506597178, 1.2033955522451982, 0.583832467489978, 1.2983689062414083, -0.05669044531523897, -0.8631941731288422, -2.932109113795141, 1.3527278837354293, -0.3276210199850566]",663f2c4c45a5a1b6dc1741d7
1704,"[3.0440735731433834, 1.8108824491026523, 0.47653922449727154, 1.462692012356569, -0.9003760735283388, -0.021596302235964548, 0.1073266070871856, 0.6589875613332524, 0.3504690471845449, 1.2032302932511312]",663f2c4c45a5a1b6dc1741d8
1705,"[3.3951566072748074, -0.5832386507365309, 0.15715585892314685, 1.5790994168287624, 0.18848508110711407, 0.039126819704024846, -1.549710711103505, -0.22745269326353776, -1.3623194200814606, 0.27690996027321657]",663f2c4c45a5a1b6dc1741d9
1706,"[0.9303975209660936, 4.671127239297485, -0.5798026621158548, -0.03580831998122404, -0.8791925553426958, 0.12988593845316881, -0.8096290413590183, 0.4130478709091841, -0.33453980638778125, -0.10794411667348781]",663f2c4c45a5a1b6dc1741da
1720,"[-0.839457902786714, 1.9115800412430417, 1.1298904080580234, -0.9017885421092007, 0.4800154366174664, -1.7262952783694885, 2.089891502951576, 0.10936091966079396, 1.2723094154033963, 0.571540428202019]",663f2c4c45a5a1b6dc1741db
1730,"[-3.0064924249009333, -0.5516488469373966, -0.6530610200065498, 1.5190986646531233, 0.30490096057057753, -0.2648131685559221, -0.4639137862003915, -1.4392177126795493, -0.7902210602633283, 0.6985721758875527]",663f2c4c45a5a1b6dc1741dc
1732,"[-0.5982021762121805, 2.299973385084372, 2.2786820719377516, -0.3457033846161613, 0.5878661936881227, -0.18912656931130203, 0.9773550700611809, -0.13586658973385687, -0.4106867605769977, -0.8033374936220112]",663f2c4c45a5a1b6dc1741dd
1733,"[-0.2590966759222808, 1.932309873573744, -0.342021225137545, 0.13764031899042872, 0.7440423524870282, -0.983858391940122, 0.8557848143232349, -0.005885475295098006, -0.6819693023788138, -0.13877583120609405]",663f2c4c45a5a1b6dc1741de
1734,"[-3.349300034070896, 4.290516790346819, 0.38914798299009495, 0.6261795578798698, 2.639681094465931, -0.4223177108407638, 0.9559141282242009, 1.5790609873690737, 0.582558350784488, -0.7541384141476901]",663f2c4c45a5a1b6dc1741df
1735,"[0.09323342089189976, 2.911912656030208, 0.37668203093960145, 0.5270680289765806, 1.205151433199074, -0.876950511362341, 0.8506189066246512, 0.4651686333887259, -0.6870350298212852, -0.6939945557769976]",663f2c4c45a5a1b6dc1741e0
1736,"[0.5810239938783396, 0.41684417087028736, -0.36982046672182506, 0.6254028633778157, 0.08648922613513771, -1.6935263075906815, 0.27287259795014407, -0.8215237823287571, 0.08121030071916864, -0.8113903446166892]",663f2c4c45a5a1b6dc1741e1
1738,"[-2.595722581377645, 1.520963561524469, 1.3733901948415745, -0.2720040478736839, -0.23099890500100106, -0.721139789256429, 0.3790038755811692, -0.0675312496625879, 0.5393083497530508, 0.49167597642154576]",663f2c4c45a5a1b6dc1741e2
1739,"[1.1958377087717178, 3.8854872860892873, 1.0142165920578041, 0.6543030408174525, 0.6793155761585344, 0.3979176228797471, 0.8895453375152049, 1.1956317887298726, -0.666233449554895, -0.29315947100902473]",663f2c4c45a5a1b6dc1741e3
1783,"[-0.8487212089727952, -1.2090643182021432, -0.08229905231446534, 0.5771319655900707, 0.06346687743397596, -0.23712513216058975, -0.5296831412768287, -0.6745260807387969, 0.15269488632008618, -0.5097062307868192]",663f2c4c45a5a1b6dc1741e4
1793,"[-2.726909433293737, -0.06964844394037545, 1.7843993234809081, -1.5880977264436917, -0.6967467929647907, 0.2055507633014325, -0.5175196094918465, -0.07531180687153698, -0.012078953887163093, -0.6946106714282996]",663f2c4c45a5a1b6dc1741e5
1797,"[-3.55836270188663, -1.3282432394681114, 1.6263773157957517, -1.2213005611946266, -0.21904427435446142, -0.046726246578553454, 0.1396486601232721, -0.5413289243154703, 0.2745213324392636, 1.187698819483638]",663f2c4c45a5a1b6dc1741e6
1799,"[-2.3856762881846882, -1.1885736935002997, 1.0727154429218484, -0.43328482472278274, -0.2591307249271671, 0.2050149624019526, -0.32494208601598046, -0.34727405607012096, 0.25442043842945594, -0.843376131013783]",663f2c4c45a5a1b6dc1741e7
1804,"[-0.6170885201314967, 1.4697588198456641, 0.2063198797809256, -0.5130876589528145, 0.8203433652184591, -0.8266841967723846, 0.7401653886628752, 0.10448283983024047, 0.06944639380988801, -0.5616517414443042]",663f2c4c45a5a1b6dc1741e8
1810,"[-0.3221609589865599, 0.7456702072784337, -0.028450307217866067, 0.330015396965829, 0.24794346875818227, -0.1124971456326537, 0.6303957793211297, -0.15676568743199465, -0.34621130548806134, -0.6818742038953801]",663f2c4c45a5a1b6dc1741e9
1822,"[2.120125071579778, 1.936973651141048, -0.5538065355749248, 0.013675943036172287, -0.0379888429293913, 0.9788927106983416, -0.20352122886774232, 1.1423824138552765, -0.1887476876754245, 0.40205934460879794]",663f2c4c45a5a1b6dc1741ea
1831,"[2.7960618380709454, 2.3589914523549624, -0.19124076455738678, -0.8856084580522333, 0.1540392687206983, -0.6614536151503861, -0.03485745121809885, -0.30635625850691367, 0.418711383027695, 0.823438701779504]",663f2c4c45a5a1b6dc1741eb
1836,"[-0.6714074427974535, 1.2661964100858538, -1.4001377199843728, -0.1791577088785356, -0.11244786389175172, 0.1459588909290264, 0.2791651745611185, -0.24642126672733736, -0.8819176814325183, -0.9351950828069497]",663f2c4c45a5a1b6dc1741ec
1837,"[-0.7011740006512076, 1.4732878138911114, -1.1459502600155693, -0.476348067505784, -0.25084135799418206, -0.06407625794116766, 0.022824718192104226, 0.16453035680101552, -1.2833190086255646, -1.0649478178788394]",663f2c4c45a5a1b6dc1741ed
1883,"[-3.0942686565744277, 1.2600580401784112, -1.032097485992943, -0.48982328801543046, -1.5025077403861353, 0.21268809117397203, -0.4274822377250106, 0.4403438632986446, 0.16493770204301114, 0.6020228281422446]",663f2c4c45a5a1b6dc1741ee
1884,"[1.4060790555425975, 2.0852114482517843, -0.8637700400659141, 0.6363218451832493, 0.058040212845227965, 0.7388790130885626, 0.6425462206837632, 0.1494250571775418, -1.252225193282768, 0.9931095159196339]",663f2c4c45a5a1b6dc1741ef
1888,"[-1.3985775455305147, -0.6333769401524404, -1.774625391152797, -0.49622906103561015, 1.271493254636704, 0.9924696743346161, -0.7925971607081702, -0.40371403730812744, 0.32054545839509874, -0.05160781060168889]",663f2c4c45a5a1b6dc1741f0
1889,"[-1.580250941358566, -0.2798335551175352, -1.488272527023909, -0.6076273646267917, 0.34729380938683957, 0.6289599130123167, 0.04631099790639334, -0.6439650702014084, 0.8162442204844942, 0.19069236783394455]",663f2c4c45a5a1b6dc1741f1
1890,"[-1.4663264577882622, -0.3661106302633444, -0.9269551794962652, -0.8446205505452973, 1.060402493205015, 0.8708002938246563, -0.530176000231279, -0.9314452487790389, 0.9017012328368416, -0.07334964974471278]",663f2c4c45a5a1b6dc1741f2
1891,"[0.5852646423886697, -0.10252758038082942, -1.9581538214290761, -0.3143370577391437, -0.1236251589627329, -0.5157638402637165, -0.3861168500016944, -0.9379902315728307, 0.8996902262647681, -0.40638349215728564]",663f2c4c45a5a1b6dc1741f3
1893,"[1.0031675630315235, -2.6151396732914547, -0.05000813195878026, -0.05942138973876665, 0.4114981102394296, -0.07386225968551342, -0.4231954604410754, 0.10024027904092196, 0.6595146620719978, 0.7126179517482572]",663f2c4c45a5a1b6dc1741f4
1894,"[1.6986545803497761, 1.1808258590863367, -1.0449935941298405, -0.21466524177098867, 0.7164982885367528, -0.2735771767131769, 1.4479438442312054, 0.4762609926999306, -0.7308532243718648, 1.0057906071085143]",663f2c4c45a5a1b6dc1741f5
1896,"[-0.7578254446260599, 0.7723127358201675, -0.8297627386702385, 1.0259661539242266, -2.0494973552478144, -1.7070801435314409, 0.0018814879498371012, -0.3745508268122558, 1.0801962414826392, 0.9891796974296624]",663f2c4c45a5a1b6dc1741f6
1898,"[-0.9771375809078537, -2.27140904710784, 0.910739757038556, 1.1654900186993888, -0.2927045782179556, -0.3618560948706191, 0.5022506548136488, -0.08073860932373199, 0.6623642753175891, -1.2909823606950408]",663f2c4c45a5a1b6dc1741f7
1899,"[-1.5847971602467856, -1.138143567596805, -1.0917866156272162, 0.4722045983415987, 0.28182897894502557, -0.1933504728479132, 0.16167626343757763, 0.1942347038377087, 0.7722176471895729, -1.263035072498537]",663f2c4c45a5a1b6dc1741f8
1900,"[-0.8828636786512097, -0.5998261627606712, -0.22413610126497713, 0.8863685012811818, -0.40783103056277653, -0.3674028852867846, 0.4947423850712894, 0.21999580715785222, 0.21344921940412176, -0.8829992611422103]",663f2c4c45a5a1b6dc1741f9
1901,"[-1.618290548068226, -2.001017191097834, 0.7040346003128243, 0.3247816947157244, 0.5855154678604287, -0.37195365003199155, 0.4004395520083818, 0.3699747690882398, 0.027215048121680418, -0.5544920841071985]",663f2c4c45a5a1b6dc1741fa
1916,"[-1.2443897684374454, -1.4010287154293712, -0.962704777935705, -0.4876177297721673, -0.45271871650407, 1.3219477409191756, 1.050921365937998, 0.8269490693081201, -1.1782219585295275, -0.4857256429955174]",663f2c4c45a5a1b6dc1741fb
1924,"[-2.033942314029179, 0.07460521382985252, 0.9882730512175729, 1.2599848221376782, -1.468912614221096, 0.6901425402799303, -0.6836136167539787, -0.635100525839564, -0.746405263864643, -0.274344269757789]",663f2c4c45a5a1b6dc1741fc
1925,"[0.19735790950308996, -1.6292557531621805, 0.4039131603722078, 0.18903989294000087, -0.4688650235822094, 0.19049607396597928, 0.08039614986534865, -0.011110974326237085, -1.35820600441935, -0.463031506401814]",663f2c4c45a5a1b6dc1741fd
1926,"[-0.9273069516228624, 0.2035118391398482, -0.08324176034432336, 1.0088343795103831, -1.1601592932812688, -0.10581440117593609, -1.303648253801158, 1.3721828235676692, -2.0132349118197226, 0.42039207843768045]",663f2c4c45a5a1b6dc1741fe
1929,"[0.39376367210552105, -2.757781294058075, -0.09537078486920068, -0.5963467424360563, -0.8653542839532936, -1.2823847826492354, -0.6078711832230241, -0.940405103961821, -2.0572553583131596, -1.3736420117088282]",663f2c4c45a5a1b6dc1741ff
1930,"[-0.5476587542755866, -0.8080423957523223, -0.5295862278339347, 1.2011233607391973, -0.6781623480662945, 0.6502832308127168, 0.549517067220737, -0.21369867935203415, -0.9739624112631716, -0.3717141986637625]",663f2c4c45a5a1b6dc174200
1940,"[-2.9711035863169792, 0.9036275527510539, -0.7510051237858452, 0.5592222710249996, -0.8401020419387661, 1.2444652097723603, -1.0054731825023946, -0.9989406880044764, -0.3518567777719525, 0.20934982121478254]",663f2c4c45a5a1b6dc174201
1941,"[-3.1033994976080916, 0.10813530010322155, -2.2371202017419423, 1.3511484580529087, -0.14316140813236333, -0.2091465564830712, -1.0554195745699744, -0.13543863190497454, -0.09791588102621043, 1.1064601669998422]",663f2c4c45a5a1b6dc174202
1944,"[-3.618755956416635, 1.416267805122861, -0.5897978503103772, 0.11700878736608772, 0.26848069117360646, 0.38519484888919225, -0.3975480429094649, -0.2986449281064807, -0.3640746511247839, 0.22900579526384365]",663f2c4c45a5a1b6dc174203
1963,"[-0.11955296173966222, -0.43565886663457626, 1.3794711329289115, -2.516485202524422, -0.6680880157192303, -2.2175874459472573, 0.47101864662607396, -0.4294409818382578, -0.06977560668233627, -0.004075139866585453]",663f2c4c45a5a1b6dc174204
1964,"[0.34638401476637787, -0.6113013303957106, 1.5974324543886889, -1.8262159064235282, -0.01606170093264809, -0.1942214986892247, 0.0002480051920964376, 0.17601762358407166, 1.0470343782882232, 0.6723575741346896]",663f2c4c45a5a1b6dc174205
1965,"[1.956853667835046, -0.9441691732611696, 0.7474324940290026, -1.4235161228989803, -0.41881505095613536, -0.9288059937677554, -0.1960749778840304, -0.06205163240288871, 0.38218447823107765, 0.1607665099065936]",663f2c4c45a5a1b6dc174206
1966,"[1.5487366165931216, -1.694149602280733, 1.5771989748707211, -1.6512621703161179, 0.7242384634598026, -1.0321131677057216, -0.08195355149275685, 0.5523349420897602, -0.5705851496124303, 0.8126354032157616]",663f2c4c45a5a1b6dc174207
1967,"[1.93384958029848, -1.2053027970716035, 0.4682920794767471, 0.039314401356788785, 0.7447268030209356, -0.4073995070075226, -0.1535075657887569, 0.24389094113260104, 0.3588721048672285, 0.4200638502900505]",663f2c4c45a5a1b6dc174208
1995,"[0.4334792514155256, 0.08094930532035903, -0.008701166677473194, 1.4197795807270417, 2.4242940736244893, -0.8819903800194967, -4.219144490736653, 1.8345790121886576, -0.28199261836571693, -0.049346344287912076]",663f2c4c45a5a1b6dc174209
1996,"[-0.6350345179466717, 3.7179349187447936, -1.8662293860983274, 0.03443436351889597, 1.1229819818011995, -2.060140805762019, 0.2610591680792966, 0.5713498115971201, 0.59612422732417, 0.045858542799477375]",663f2c4c45a5a1b6dc17420a
2012,"[-1.5481693164089743, 1.988753785086136, -0.26423859727662286, -0.35174262060979167, 1.4057537908288456, -0.1632338656757987, -0.1801450789282749, -1.0988648185143313, 0.41766336327567705, -0.10896747015108704]",663f2c4c45a5a1b6dc17420b
2096,"[5.293128988382322, 1.3105438132094673, -0.8085972897962018, 0.6681245881560633, -0.376510013439527, -1.4899263072060533, 1.0467370621709084, 0.08597357801140482, -0.9910708142683824, 0.6295372623747627]",663f2c4c45a5a1b6dc17420c
2097,"[3.876261789887248, -0.8079438552519671, -0.7951937364104883, -1.1910419870896223, 0.30263717847250404, 1.337232948046872, 0.2767006246988349, -1.5735103914888529, -0.8615197500600021, 0.21785584666115498]",663f2c4c45a5a1b6dc17420d
2099,"[1.8342278510393961, 0.8602792019467581, 1.195745373774967, 2.051830388607611, -0.7401826477617861, 1.051455136529029, 0.7516787126424743, -2.0635422524944897, -0.9720367594789289, 0.2492478047523415]",663f2c4c45a5a1b6dc17420e
2125,"[-1.3037888997644793, 2.493296370524945, 0.10716263228713145, 0.10573101861342092, -0.15770557831895265, -0.0945278973756072, -0.7007688214501695, 0.5260201124342662, 0.42914301507882135, -0.28470093663196183]",663f2c4c45a5a1b6dc17420f
3263,"[1.6380802913145283, -4.278294907184023, 1.7861923653093115, 0.4343025242559489, -0.6269181701297329, 1.6164747452211572, -0.05233176446914492, 0.812481024474335, 0.17597514539136444, -0.4319116779266851]",663f2c4c45a5a1b6dc174210
3264,"[0.8260891129221155, -4.863453847932699, 1.3471792761232086, -0.18000313179530414, -0.4219651620982969, 1.1005698128905255, -0.28023487415927306, 0.331989155894774, 0.30935277630915703, -0.30720189690840594]",663f2c4c45a5a1b6dc174211
3265,"[3.5412436971241252, -3.0677411583479772, 2.321639662030166, 1.258423184373293, -2.1241511132840913, 0.9043275603813642, -1.1337335518107043, 0.2129802154634004, 0.32836585532244256, -1.4271166542627542]",663f2c4c45a5a1b6dc174212
3266,"[1.3499795922785292, -1.9658075822942678, 1.5419749172100112, -1.7136512991264161, -1.7320160421333715, -0.20252567726538223, -2.0786897928713977, 1.268282125355438, 0.5392022606684623, -1.358929648480387]",663f2c4c45a5a1b6dc174213
3268,"[-0.9925846364316109, -0.31494141692731287, 2.378776870134983, -0.44128501352490923, 0.0949919951781569, -0.5034336261072834, -0.5644001665695584, 0.3524467042373822, 0.3198681628084777, 0.65782850311038]",663f2c4c45a5a1b6dc174214
3270,"[5.496997012780532, -0.05203290971535983, 1.2727821994583994, 0.4723128621428028, -1.1885817395462006, -0.6419123514549936, -0.6705007651695766, -1.6082485594744118, 1.6967199779317965, -1.0487748796484277]",663f2c4c45a5a1b6dc174215
3271,"[5.156400515678144, -1.7524103277072018, 2.0002611443637854, 0.9656594754360117, -2.4330179069109112, 0.41633982625034255, 0.5074321010007176, -0.019949227654503986, 0.3201172977191087, 0.10989991178344337]",663f2c4c45a5a1b6dc174216
3272,"[4.640664666983156, 0.3648008510950781, 0.23968710526886544, -1.5135175829752159, -0.5306652600428491, 0.9182030738021593, -0.07858770380589485, 0.6164583127002974, 0.343997399420314, -0.24723995886258246]",663f2c4c45a5a1b6dc174217
3273,"[1.1815633900809783, -2.458026261153198, -0.39925252968484354, 0.3154875793077737, 0.013321494928482168, 1.4641912886228894, 0.7753588464881781, 0.1608748432114503, 0.9281232649797628, -0.06839445271379582]",663f2c4c45a5a1b6dc174218
3274,"[2.304774034439764, -2.1123330208629936, -1.3857475809348032, -2.4103634757857213, 0.11939979996461392, 2.0436149533510517, -0.020570664726048033, -0.1546853605387922, -0.8041077022634281, 0.6571999529643144]",663f2c4c45a5a1b6dc174219
3401,"[-1.470027126759281, 0.9242348952746898, 0.27173368627332567, 0.03411110346092415, 0.049388890386951365, -0.26597194583555694, -0.07327542774628218, 1.8839531980255584, 0.04343228605298356, 0.6694324993825314]",663f2c4c45a5a1b6dc17421a
3446,"[2.8404104707742235, -1.1700574785184519, -0.579845745284746, -1.4550696920669612, -2.101497682044825, 0.6691758516167536, -0.18964603470964833, -0.8755336008069918, 0.05866414056320754, -0.5051044136651721]",663f2c4c45a5a1b6dc17421b
3449,"[3.2174405702116795, -1.1590117626615903, 1.2514796913710322, -0.22349839194908966, -1.6982493108344214, 0.08596057317816073, -0.06612802169501894, 0.4539902504981736, -0.23814769356914964, -0.32746230982437047]",663f2c4c45a5a1b6dc17421c
3450,"[4.668983690067147, -0.6329824665800396, 1.4828364340086948, -1.396654392651261, -0.8453477764591282, 0.43465491894807873, 0.31744423387599596, 0.8142364740777518, -0.4684473816133058, -0.1775163323085222]",663f2c4c45a5a1b6dc17421d
3452,"[-1.4825542856540197, -1.7447231438961874, 1.1753019611189834, -0.18409693780862715, -0.4572201460570231, 0.3843783598320985, 0.5032087866346888, 0.9803349795580053, -0.3473462495093462, -0.14321607003278314]",663f2c4c45a5a1b6dc17421e
3453,"[-1.8707660488220905, -2.3705459834691176, 2.1839047064048365, 0.10321038443380856, -0.44546590929506164, -0.059033559603594264, 0.6252302103283547, 1.364301122691289, -0.3280639425625778, 0.005220912932624178]",663f2c4c45a5a1b6dc17421f
3454,"[-1.0268226853720688, -1.5725189961961423, 0.6567595880516077, 0.736894948777183, -1.150589125249065, -0.4189265355035307, 1.2512915000860734, 1.0307344514646157, -0.972099447981722, -0.19737994123246339]",663f2c4c45a5a1b6dc174220
3455,"[-1.7185759150928042, -0.9905660988566213, 0.7869033480491822, -2.181074091526037, 0.1273927559630492, 1.0179214515374304, 1.6530197356234713, -0.2569179186900842, 0.211463297782942, 0.07054104481444216]",663f2c4c45a5a1b6dc174221
3458,"[-1.3625580773962258, -0.07351444065612535, 0.5808048510977306, -0.9412362309889291, -1.1108049771468573, 0.8349208501301336, 1.0871290369139601, 0.2617230002146356, -0.6586790792671023, -0.14425607185043654]",663f2c4c45a5a1b6dc174222
3459,"[0.23324877446917555, -0.32144661110244827, -0.5097097994237019, -0.4713758577885289, 0.8963699300474985, -0.3544931743884333, -0.5291760628128134, 0.6144474511387921, -1.084659263092853, 0.1394270714465981]",663f2c4c45a5a1b6dc174223
3460,"[0.6207348509025337, -3.201793141434133, 1.3348718334365766, -0.3046710318553059, -0.1362146937482375, 0.0944986495372034, 0.4340614011436123, -0.047292389681612305, -0.04559705033753585, 0.7814046678723358]",663f2c4c45a5a1b6dc174224
3461,"[1.1524452625575359, 0.4639094563149087, -0.2408995731896426, 0.02101674751033889, 1.024552338700056, 0.060055859618420165, -0.5374783948774937, 0.25418760246025845, -0.894165693492613, 0.2589227695854843]",663f2c4c45a5a1b6dc174225
3462,"[0.5960737184561714, -0.024012141103472624, -0.6127816197686732, -0.4033116379895958, 0.6296322234740024, 0.40546029686027707, -0.6162120094030602, 1.0015003450460103, -0.9237953202683358, -0.4020164556721458]",663f2c4c45a5a1b6dc174226
3463,"[1.014622561202058, 0.06370807191351684, -0.4942856801427601, 0.4080889964046825, 0.2534922000885228, -1.0098348984262602, -1.0348037395988634, 0.953017870012786, -0.20574458641130536, -0.806276757800206]",663f2c4c45a5a1b6dc174227
3464,"[1.78289930109304, -1.1656515144743045, -0.053799070892798145, -0.4376437812589359, 0.05152850831299362, -0.4095169009504044, -0.43268596545544386, 0.6102188466941021, -1.5706406244327766, 0.5684746713935075]",663f2c4c45a5a1b6dc174228
3465,"[0.5488231225365747, 0.4362186592837078, -0.6188789635712444, -0.4981603460897077, 0.6924655187616308, 0.19965697906876662, -0.20599350974015654, 0.182982151636534, -1.6156497957006124, 0.20978646010682983]",663f2c4c45a5a1b6dc174229
3467,"[-0.10530483609067134, -0.37092272378508195, -0.773972287035193, -0.8851530786896308, 0.49630845946312835, -0.4771113128185254, 0.8054961477116271, 0.3535142731424738, 0.4247812935792813, -1.2211405077810311]",663f2c4c45a5a1b6dc17422a
3468,"[-0.12966276521067624, -0.22191551525139389, -0.7263999110121263, -0.4918847363858528, 0.7637951208822056, -0.202974767394452, 0.5294754155698317, 0.27114568148444257, 0.5911582034660909, -1.2792204055221936]",663f2c4c45a5a1b6dc17422b
3469,"[0.31656296175482856, -0.5863075935047637, -0.7890637008069317, -0.7051124546053263, 0.9350588958673122, -0.19507828346605863, 0.813526459979576, 0.2814624807745607, 0.6118340970129272, -0.7703422161897346]",663f2c4c45a5a1b6dc17422c
3470,"[-0.32930399378342723, 0.20167489151209947, 0.12929574240306552, -0.788709689478354, 0.6335838500497085, -0.37781657138556607, 0.601735917150896, 0.483601122017982, 0.18891152213372042, -0.8796408149796415]",663f2c4c45a5a1b6dc17422d
3472,"[-0.6403445326234547, 0.015333317030958466, 0.4701606765731875, -0.5252096085294526, 0.9411613714190392, -0.14156676062276718, 0.5511221302322618, 0.03168720792547305, 0.4269887595577143, -0.9964402205320269]",663f2c4c45a5a1b6dc17422e
3473,"[0.1363420162700725, -0.12490352675959014, -0.1521345396175513, -0.4331670705763131, 0.42187483184623503, -0.17881177075538024, 0.29864273795527263, 0.4087627082552485, 0.07979859988376536, -1.006772831989046]",663f2c4c45a5a1b6dc17422f
3475,"[-0.2237498666523981, -0.35027022856714274, -0.5360027484020286, -1.296130531940016, 1.5322245458412282, -0.3168753787173149, 0.3473063830676057, 0.7785708817827085, 0.08825571853583657, -0.9409209325232853]",663f2c4c45a5a1b6dc174230
3476,"[-0.2757727018064841, -0.9190770881752828, -1.1231491076596156, -0.7305122635316295, 0.9607426813519903, -0.3750855864086489, 0.8886868688986173, 0.1754821665378579, 0.8885868793506806, -0.6556198745067956]",663f2c4c45a5a1b6dc174231
3477,"[0.13865069399775284, -0.41426785004079353, -0.689881087357709, -0.7377141969831054, 0.9905369905314894, -0.324594925165031, 0.6828357036379094, 0.47004184853253345, 0.708394602744782, -1.0226210909440185]",663f2c4c45a5a1b6dc174232
3478,"[0.493152847113832, -0.5799371484351027, -0.6859495807120003, -0.5258528320386534, 1.2444559850953847, 0.07905905764671432, 0.4297276641014904, 0.3085929983340788, 0.6779113655473418, -0.5724166673870018]",663f2c4c45a5a1b6dc174233
